Estuary_name,Site_Code,Estuary_type,Disturbance_class,Summer,Date,Temp C,pH,Salinity (PSU),Turbidity (NTU),Days_Elapsed,Latitude ,Longitude,Seagrass_area (km^2),Mangrove_area (km^2),Total_estuary_area (m^2),Estuary_volume (ML),total_sa_vol,Total_area_saltmarsh (km^2),Average_depth (m),Perimeter (km),openwater_SA.volume,Total_flush_time (days),Retention_factor,Propn_increase_N,percent_cleared,percent_urban,Catchment_area (km^2),lat_area,lon_area
Lake Arragan,ARA,Lake,VL,2012,2012-11-11,18.92,,37.94,3.64,1865.0,-29.57,153.34,0.0,0.0,0.97,813.69,0.97,0.97,0.84,9.28,1.19,551.82,6.37,1.0,0.0,0.0,9.28,-29.6,153.3
Lake Arragan,ARA,Lake,VL,2009,2009-05-10,21.5,,29.28,11.02,732.0,-29.57,153.34,0.0,0.0,0.97,813.69,0.97,0.97,0.84,9.28,1.19,551.82,6.37,1.0,0.0,0.0,9.28,-29.6,153.3
Lake Arragan,ARA,Lake,VL,2009,2009-05-10,23.46,,29.42,15.09,732.0,-29.57,153.34,0.0,0.0,0.97,813.69,0.97,0.97,0.84,9.28,1.19,551.82,6.37,1.0,0.0,0.0,9.28,-29.6,153.3
Lake Arragan,ARA,Lake,VL,2012,2012-10-30,24.42,,39.95,4.05,1853.0,-29.57,153.34,0.0,0.0,0.97,813.69,0.97,0.97,0.84,9.28,1.19,551.82,6.37,1.0,0.0,0.0,9.28,-29.6,153.3
Lake Arragan,ARA,Lake,VL,2012,2012-10-30,25.7,,39.6,5.76,1853.0,-29.57,153.34,0.0,0.0,0.97,813.69,0.97,0.97,0.84,9.28,1.19,551.82,6.37,1.0,0.0,0.0,9.28,-29.6,153.3
Lake Arragan,ARA,Lake,VL,2012,2012-09-17,18.05,,34.07,4.95,1810.0,-29.57,153.34,0.0,0.0,0.97,813.69,0.97,0.97,0.84,9.28,1.19,551.82,6.37,1.0,0.0,0.0,9.28,-29.6,153.3
Lake Arragan,ARA,Lake,VL,2012,2012-09-17,18.45,,34.26,3.63,1810.0,-29.57,153.34,0.0,0.0,0.97,813.69,0.97,0.97,0.84,9.28,1.19,551.82,6.37,1.0,0.0,0.0,9.28,-29.6,153.3
Lake Arragan,ARA,Lake,VL,2012,2012-09-26,22.17,,33.54,4.12,1819.0,-29.57,153.34,0.0,0.0,0.97,813.69,0.97,0.97,0.84,9.28,1.19,551.82,6.37,1.0,0.0,0.0,9.28,-29.6,153.3
Lake Arragan,ARA,Lake,VL,2012,2012-09-26,22.31,,33.32,4.61,1819.0,-29.57,153.34,0.0,0.0,0.97,813.69,0.97,0.97,0.84,9.28,1.19,551.82,6.37,1.0,0.0,0.0,9.28,-29.6,153.3
Arrawarra Creek,ARR,Lagoon,M,2015,2016-01-04,26.02,7.64,31.61,5.99,3103.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2015,2016-01-04,26.7,7.55,31.48,4.64,3103.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2015,2015-12-16,27.86,7.8,32.87,7.4,2996.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2015,2015-12-16,28.1,7.87,33.66,7.2,2996.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2018,2018-12-14,28.48,7.71,24.72,5.0,4090.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2018,2018-12-14,27.97,7.77,24.9,4.63,4090.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2015,2016-07-02,24.0,7.77,29.9,5.0,3049.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2015,2016-07-02,25.1,7.65,30.7,4.2,3049.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2015,2016-01-16,24.25,7.76,35.33,8.92,3027.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2015,2016-01-16,25.41,7.71,35.15,10.09,3027.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2018,2019-01-17,29.85,7.57,36.44,9.8,4124.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2018,2019-01-17,29.66,7.54,36.8,7.0,4124.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2015,2016-04-03,26.85,7.44,32.49,3.5,3075.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2015,2016-04-03,27.52,7.27,32.6,2.96,3075.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2012,2012-12-11,25.18,,32.55,7.53,1867.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2012,2012-12-11,25.22,,32.81,5.96,1867.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2018,2018-05-11,29.7,7.47,23.3,4.9,4051.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2018,2018-05-11,29.6,7.42,23.5,4.2,4051.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2018,2018-11-21,27.6,7.42,22.6,4.3,4067.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2018,2018-11-21,26.9,7.4,22.6,4.3,4067.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2012,2012-10-29,22.4,,35.81,3.82,1853.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2012,2012-10-29,22.59,,35.72,3.68,1853.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2015,2015-10-26,25.75,7.85,36.6,13.93,2945.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2015,2015-10-26,25.95,7.83,36.64,13.69,2945.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2012,2012-09-16,18.84,,36.05,4.28,1810.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2012,2012-09-16,19.18,,35.96,6.93,1810.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2012,2012-09-27,22.14,,33.85,5.28,1821.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Arrawarra Creek,ARR,Lagoon,M,2012,2012-09-27,22.52,,34.15,6.03,1821.0,-30.06,153.2,0.0,0.01,0.1,43.90,0.12,0.11,0.39,17.82,2.35,24.22,0.12,2.5,14.92,8.42,17.82,-30.1,153.2
Avoca Lake,AVO,BDL,H,2010,2011-04-14,20.94,,9.18,1.63,1276.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2010,2011-04-14,21.22,,8.87,1.71,1276.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2013,2014-10-04,22.53,8.1,9.08,2.7,2368.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2013,2014-10-04,23.05,8.05,8.97,7.82,2368.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2007-12-12,22.82,,13.13,8.9,57.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2007-12-12,23.02,,13.26,5.7,57.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2007-12-12,23.48,,13.51,5.4,57.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2007-12-12,23.85,,13.63,4.9,57.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2010,2010-09-12,26.56,,15.66,4.85,1150.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2010,2010-09-12,26.61,,16.21,5.51,1150.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2016,2016-12-16,20.72,7.58,14.93,11.36,3349.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2016,2016-12-16,23.31,7.73,19.2,7.22,3349.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2008-02-22,25.59,,8.91,1.9,129.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2008-02-22,25.7,,8.86,1.8,129.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2008-02-22,25.76,,8.74,2.5,129.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2008-02-22,25.88,,9.02,2.4,129.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2010,2011-02-22,23.52,,21.56,4.72,1225.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2010,2011-02-22,25.57,,21.54,2.73,1225.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2013,2014-04-02,25.68,7.98,12.64,5.34,2303.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2013,2014-04-02,27.05,8.13,12.62,1.43,2303.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2013,2014-02-20,26.99,8.08,11.4,4.44,2319.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2013,2014-02-20,29.36,8.44,10.3,6.29,2319.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2016,2017-03-02,26.08,7.53,23.43,17.04,3398.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2016,2017-03-02,26.92,7.56,23.44,6.15,3398.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2016,2017-02-24,26.02,7.36,18.55,9.08,3419.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2016,2017-02-24,26.44,7.89,18.62,3.29,3419.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2008-01-17,29.87,,17.57,2.08,93.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2008-01-17,29.99,,17.46,3.14,93.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2008-01-17,31.27,,17.47,4.93,93.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2008-01-17,31.48,,17.52,5.61,93.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2010,2011-01-21,27.62,,19.99,1.96,1193.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2010,2011-01-21,27.84,,19.48,2.55,1193.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2013,2014-09-01,22.64,7.72,10.49,8.96,2277.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2013,2014-09-01,23.72,7.85,11.1,2.01,2277.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2016,2017-12-01,29.98,8.02,21.87,6.04,3376.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2016,2017-12-01,32.32,7.81,22.18,16.57,3376.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2008-03-28,22.62,,8.86,4.5,164.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2008-03-28,22.88,,8.89,0.4,164.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2008-03-28,23.93,,9.0,0.6,164.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2008-03-28,24.0,,8.97,0.7,164.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2010,2011-03-03,25.39,,22.18,2.48,1234.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2010,2011-03-03,28.11,,22.39,6.69,1234.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2010,2011-03-24,25.06,,8.06,4.76,1255.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2010,2011-03-24,26.22,,8.05,5.48,1255.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2013,2014-03-13,26.66,7.98,10.49,10.63,2340.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2013,2014-03-13,26.77,8.01,10.48,2.9,2340.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2007-05-11,20.95,,22.62,20.1,20.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2007-05-11,21.33,,23.02,4.5,20.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2007-05-11,22.1,,23.59,19.1,20.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2007-05-11,24.85,,24.21,4.7,20.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2013,2013-11-29,24.29,7.35,8.3,8.28,2236.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2013,2013-11-29,24.54,7.41,8.04,4.99,2236.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2016,2016-11-11,24.95,7.86,18.64,4.61,3314.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2016,2016-11-11,25.1,7.73,18.45,18.41,3314.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2007-10-16,22.48,,24.13,1.6,0.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Avoca Lake,AVO,BDL,H,2007,2007-10-16,25.28,,23.19,2.6,0.0,-33.46,151.44,0.0,0.0,0.67,293.20,0.67,0.67,0.44,10.77,2.3,146.66,0.92,2.84,58.89,35.37,10.77,-33.5,151.4
Back Lagoon,BAK,Lagoon,L,2017,2017-12-12,22.86,7.53,12.07,1.6,3723.0,-36.88,149.93,0.22,0.0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35,-36.9,149.9
Back Lagoon,BAK,Lagoon,L,2017,2017-12-12,22.56,7.5,12.11,1.18,3723.0,-36.88,149.93,0.22,0.0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35,-36.9,149.9
Back Lagoon,BAK,Lagoon,L,2017,2018-02-13,23.39,7.72,13.74,3.77,3786.0,-36.88,149.93,0.22,0.0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35,-36.9,149.9
Back Lagoon,BAK,Lagoon,L,2017,2018-02-13,23.29,7.66,13.76,2.78,3786.0,-36.88,149.93,0.22,0.0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35,-36.9,149.9
Back Lagoon,BAK,Lagoon,L,2017,2018-01-17,20.56,7.85,12.83,2.33,3759.0,-36.88,149.93,0.22,0.0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35,-36.9,149.9
Back Lagoon,BAK,Lagoon,L,2017,2018-01-17,20.48,7.74,12.73,1.72,3759.0,-36.88,149.93,0.22,0.0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35,-36.9,149.9
Back Lagoon,BAK,Lagoon,L,2017,2018-07-03,21.17,7.77,13.95,3.6,3808.0,-36.88,149.93,0.22,0.0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35,-36.9,149.9
Back Lagoon,BAK,Lagoon,L,2017,2018-07-03,20.89,7.73,13.96,2.29,3808.0,-36.88,149.93,0.22,0.0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35,-36.9,149.9
Back Lagoon,BAK,Lagoon,L,2017,2017-11-21,24.12,7.98,16.2,3.41,3702.0,-36.88,149.93,0.22,0.0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35,-36.9,149.9
Back Lagoon,BAK,Lagoon,L,2017,2017-11-21,24.99,7.94,16.34,1.4,3702.0,-36.88,149.93,0.22,0.0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35,-36.9,149.9
Back Lagoon,BAK,Lagoon,L,2017,2017-10-25,20.82,7.79,17.03,3.87,3675.0,-36.88,149.93,0.22,0.0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35,-36.9,149.9
Back Lagoon,BAK,Lagoon,L,2017,2017-10-25,20.75,7.83,17.05,2.13,3675.0,-36.88,149.93,0.22,0.0,0.14,215.88,0.38,0.36,0.6,31.35,0.67,56.92,0.46,1.41,13.57,7.57,31.35,-36.9,149.9
Baragoot Lake,BAR,BDL,L,2008,2008-04-12,20.82,,40.71,12.87,415.0,-36.46,150.07,0.01,0.0,0.47,303.69,0.55,0.47,0.64,12.61,1.53,166.31,1.26,1.43,18.14,9.45,12.61,-36.5,150.1
Baragoot Lake,BAR,BDL,L,2008,2008-04-12,21.41,,40.54,2.52,415.0,-36.46,150.07,0.01,0.0,0.47,303.69,0.55,0.47,0.64,12.61,1.53,166.31,1.26,1.43,18.14,9.45,12.61,-36.5,150.1
Baragoot Lake,BAR,BDL,L,2008,2008-12-16,22.57,,40.8,3.84,427.0,-36.46,150.07,0.01,0.0,0.47,303.69,0.55,0.47,0.64,12.61,1.53,166.31,1.26,1.43,18.14,9.45,12.61,-36.5,150.1
